,少女の立っていた場所のすぐ隣のコーヒーショップに入って、@@時間つぶしに付き合わされる羽目になった。@@もちろん、コーヒーは奢らされた。@@窓越しに、さっき彼女が立っていた場所がすぐ見える。,,,,,,,
ススム,（ススム）で、何をまってたの？,,,,,,,
少女,（少女）そこの階段のところ、もうすぐバグが起きるはずなの、ソレ待ち。,,,,,,,
,そういうことか。,,,,,,,
,彼女は、いわゆる「デバッグ屋」だ。,,,,,,,
,俺の仕事である不具合修正は、謂わば生コン様の公的な不具合。@@利用者である人間が間違った手順で作り出した私的な不具合もたくさんある。@@それらは、公的には修正されないため、自分で修正するか、私的@@不具合改修業者に頼む。@@この業者は、例えば部屋の空調がおかしいとか、車が壊れたとか、@@そういったくだらないことまで請け負って対応する。@@つまりは何でも屋だ。,,,,,,,
ススム,（ススム）でも、何でバグが起きるって、わかるの？,,,,,,,
,バグの発生予測は、我々のような生コン管理者ならまだしも@@一般のデバッグ屋にそう簡単にできるわけがない。,,,,,,,
,そもそも、その発生予測だって、ものすごく面倒で・・・,,,,,,,
,って、つまり今俺が先輩に任されたこの「物特」はバグ予測の一環だ。,,,,,,,
少女,（少女）私のバイト先の社長が、なんか箱庭にすごい詳しくて、@@ファーと降りてきて、わかるんだって。,,,,,,,
,ますます、怪しい話になってきた。@@まずい子どころか、まずい団体なんじゃないのか？,,,,,,,
少女,（少女）あ、来た。,,,,,,,
,そう言うと少女は、カメラをもって外に出た。,,,,,,,
,　,,,,＜＜虹の画像＞＞,,,
,環天頂アーク,,,,,,,
,雨があがり、駅前広場の真上に、くっきりと虹が弧を描いていた。,,,,,,,
,生コンの野郎、雨上がりに粋な真似を。,,,,,,,
,とはいえ、物理現象をシュミレートしているだけの生コン様は意図的にこんなものは出さない。,,,,,,,
,この子のバイト先の社長、なんか怪しいな。@@大抵こういうときは、後々我々の出番がある。,,,,,,,
,つまり、何らかの方法で箱庭に不正アクセスを行っている可能性があるということだ。@@面倒なことに、こういった探偵地味た調査も我々の仕事の一部だったりする。,,,,,,,
少女,（少女）さ、依頼の写真も取れたし、私、帰りますね。@@コーヒーごちそうさま、ナンパ師さん。,,,,,,,
ススム,（ススム）だから、ナンパじゃないって。,,,,,,,
ススム,ねえ、君のバイト先、すごいね。何でも頼めるの？,,,,,,,
少女,（少女）仕事選ぶの社長だから、どうかな。@@お仕事の依頼はいつでも歓迎ですよ。,,,,,,,
ススム,（ススム）じゃあ、ちょっと仕事頼みたいんだけど。,,,,,,,
少女,（少女）あ、じゃあナンパ師からお客様に昇格だ。,,,,,,,
ススム,（ススム）もう、なんでもいいよ。,,,,,,,
少女,（少女）あはは、うん、では改めまして、,,,,,,,
少女,万世橋通信社の逢坂と申します、どうぞよろしくお願いします。,,,,,,,
2,　,,,,,,,
1,　,＜雑居ビル前＞,,,,,,
,逢坂と名乗る少女に案内されて、万世橋通信社というデバッグ屋のオフィスに連れてこられた。@@雑居ビルの２階、思ってたより地味なオフィス、大々的には仕事はしてない様子。@@スタッフと思しき、女性が３名、少女も合わせて４名か。,,,,,,,
社長,（社長）ようこそ、よくこんなところに来ちゃいましたね〜,,,,,,,
,　,,,,＜＜画面に衝撃＞＞,,,
,突然後頭部を鷲掴みにされた。@@声の主は見えないが男性であることはわかる。@@俺の頭を握りつぶさんばかりの力で、締め上げている。,,,,,,,
,というか、痛い、痛すぎる。,,,,,,,
ススム,（ススム）いたたたたた・・・,,,,,,,
社長,（社長）ナミちゃん。@@面白いお客さん連れてきちゃったねえ、こいつは俺の後輩だよ〜,,,,,,,
,頭を掴む力がスッと抜けると、目の前にユウヤ先輩の顔が現れた。,,,,,,,
ユウヤ,（ユウヤ）ススムく〜ん、いや〜、ここにたどり着くとは、なかなかいい仕事するね〜,,,,,,,
ススム,（ススム）・・・もしかして@@・・・ここの社長って、ユウヤ先輩ですか？,,,,,,,
ユウヤ,（ユウヤ）あたり！,,,,,,,
ススム,（ススム）てことは、NGな副業ですよね・・・,,,,,,,
ユウヤ,（ユウヤ）そういうことになるね、ということは・・・,,,,,,,
ススム,（ススム）・・・それを知ってしまった俺はどうなるんでしょう・・・,,,,,,,
ユウヤ,（ユウヤ）どうなりたい？,,,,,,,
ススム,（ススム）・・・見なかったことにできますか？,,,,,,,
ユウヤ,（ユウヤ）それは無理だねえ〜、どうしよっかな。,,,,,,,
ススム,（ススム）・・・,,,,,,,
ユウヤ,（ユウヤ）この季節の東京湾は水がかなり冷たいよね,,,,,,,
ススム,（ススム）・・・ちょ！,,,,,,,
ユウヤ,（ユウヤ）うそうそ、いやほんとだけど。@@はは、じゃあ、ここでススムくんもバイトするってどう？,,,,,,,
ススム,（ススム）え、だって、普通に今のままでも激務じゃないですか・・,,,,,,,
ユウヤ,（ユウヤ）え〜、じゃあ東京湾,,,,,,,
ススム,（ススム）ま、ま、まって、,,,,,,,
ススム,（ススム）わかりました、,,,,,,,
ススム,（ススム）バイトさせてください,,,,,,,
ユウヤ,（ユウヤ）素直で結構、,,,,,,,
ユウヤ,（ユウヤ）はい、みなさーん、新しいバイトくん入りました〜。@@柊ススムくんで〜す！,,,,,,,
2,,,,,,,,
,（ユウヤ）はい、みなさーん、新しいバイトくん入りました〜。@@柊ススムくんで〜す！,,,,,,,
